customer_id,age,gender,purchase_date,amount
1085,19,M,2023-01-11 09:00:00,250
1010,39,M,2023-01-11 10:00:00,262
1015,22,M,2023-01-11 11:00:00,945
1096,21,M,2023-01-11 12:00:00,229
1072,53,F,2023-01-11 13:00:00,406
1058,23,M,2023-01-11 14:00:00,995
1069,69,M,2023-01-11 15:00:00,345
1079,38,F,2023-01-11 16:00:00,738
1092,30,F,2023-01-11 17:00:00,723
1002,54,F,2023-01-11 18:00:00,38
1019,42,M,2023-01-11 19:00:00,503
1058,43,F,2023-01-11 20:00:00,968
1035,56,M,2023-01-11 21:00:00,733
1018,37,F,2023-01-11 22:00:00,511
1089,50,M,2023-01-11 23:00:00,163
1066,31,F,2023-01-12 00:00:00,240
1018,53,F,2023-01-12 01:00:00,111
1019,34,M,2023-01-12 02:00:00,836
1095,38,F,2023-01-12 03:00:00,186
1070,63,F,2023-01-12 04:00:00,702
1051,33,F,2023-01-12 05:00:00,993
1032,63,F,2023-01-12 06:00:00,936
1039,33,F,2023-01-12 07:00:00,241
1038,37,M,2023-01-12 08:00:00,21
1081,46,M,2023-01-12 09:00:00,195
1000,45,F,2023-01-12 10:00:00,770
1010,25,F,2023-01-12 11:00:00,941
1091,41,M,2023-01-12 12:00:00,275
1056,20,M,2023-01-12 13:00:00,911
1088,42,F,2023-01-12 14:00:00,144
1049,36,M,2023-01-12 15:00:00,766
1022,50,F,2023-01-12 16:00:00,40
1030,19,F,2023-01-12 17:00:00,868
1093,32,F,2023-01-12 18:00:00,465
1041,39,F,2023-01-12 19:00:00,268
1098,27,M,2023-01-12 20:00:00,113
1006,35,M,2023-01-12 21:00:00,440
1015,39,M,2023-01-12 22:00:00,391
1089,63,F,2023-01-12 23:00:00,478
1059,66,M,2023-01-13 00:00:00,522
1001,44,F,2023-01-13 01:00:00,950
1000,30,F,2023-01-13 02:00:00,959
1047,50,M,2023-01-13 03:00:00,955
1011,22,F,2023-01-13 04:00:00,216
1068,43,F,2023-01-13 05:00:00,656
1036,30,F,2023-01-13 06:00:00,456
1031,44,M,2023-01-13 07:00:00,792
1008,31,F,2023-01-13 08:00:00,98
1098,41,M,2023-01-13 09:00:00,204
1018,20,F,2023-01-13 10:00:00,423
1047,64,M,2023-01-13 11:00:00,131
1079,68,F,2023-01-13 12:00:00,471
1002,66,M,2023-01-13 13:00:00,125
1019,47,M,2023-01-13 14:00:00,205
1023,52,F,2023-01-13 15:00:00,45
1053,65,F,2023-01-13 16:00:00,76
1032,31,F,2023-01-13 17:00:00,654
1023,29,F,2023-01-13 18:00:00,290
1074,45,M,2023-01-13 19:00:00,488
1071,61,F,2023-01-13 20:00:00,20
1035,46,M,2023-01-13 21:00:00,977
1037,60,F,2023-01-13 22:00:00,739
1083,34,M,2023-01-13 23:00:00,331
1098,57,M,2023-01-14 00:00:00,677
1088,66,M,2023-01-14 01:00:00,249
1098,38,F,2023-01-14 02:00:00,69
1024,40,F,2023-01-14 03:00:00,659
1092,37,M,2023-01-14 04:00:00,571
1017,28,M,2023-01-14 05:00:00,688
1081,51,M,2023-01-14 06:00:00,174
1065,27,M,2023-01-14 07:00:00,840
1053,27,M,2023-01-14 08:00:00,198
1034,60,F,2023-01-14 09:00:00,496
1079,23,M,2023-01-14 10:00:00,990
1060,53,F,2023-01-14 11:00:00,101
1040,41,F,2023-01-14 12:00:00,815
1099,29,F,2023-01-14 13:00:00,897
1032,60,M,2023-01-14 14:00:00,298
1067,40,M,2023-01-14 15:00:00,518
1032,44,M,2023-01-14 16:00:00,84
1013,62,M,2023-01-14 17:00:00,566
1020,54,F,2023-01-14 18:00:00,437
1047,23,F,2023-01-14 19:00:00,394
1019,18,F,2023-01-14 20:00:00,62
1007,23,M,2023-01-14 21:00:00,184
1006,67,M,2023-01-14 22:00:00,682
1066,39,M,2023-01-14 23:00:00,588
1016,58,M,2023-01-15 00:00:00,483
1032,41,M,2023-01-15 01:00:00,920
1047,42,M,2023-01-15 02:00:00,370
1075,32,F,2023-01-15 03:00:00,279
1058,43,F,2023-01-15 04:00:00,416
1085,25,M,2023-01-15 05:00:00,133
1021,68,F,2023-01-15 06:00:00,703
1029,41,F,2023-01-15 07:00:00,385
1037,65,F,2023-01-15 08:00:00,401
1050,55,F,2023-01-15 09:00:00,191
1053,23,M,2023-01-15 10:00:00,45
1007,52,F,2023-01-15 11:00:00,221
1026,59,M,2023-01-15 12:00:00,905
1026,18,M,2023-01-15 13:00:00,957
1097,63,F,2023-01-15 14:00:00,143
1020,53,M,2023-01-15 15:00:00,874
1029,29,F,2023-01-15 16:00:00,933
1096,55,M,2023-01-15 17:00:00,699
1027,28,M,2023-01-15 18:00:00,687
1063,29,F,2023-01-15 19:00:00,935
1096,59,F,2023-01-15 20:00:00,500
1068,67,M,2023-01-15 21:00:00,858
1060,56,F,2023-01-15 22:00:00,850
1047,24,M,2023-01-15 23:00:00,997
1018,28,F,2023-01-16 00:00:00,447
1003,53,M,2023-01-16 01:00:00,848
1034,69,M,2023-01-16 02:00:00,55
1063,48,M,2023-01-16 03:00:00,677
1048,50,M,2023-01-16 04:00:00,410
1016,30,M,2023-01-16 05:00:00,497
1043,35,F,2023-01-16 06:00:00,441
1091,58,M,2023-01-16 07:00:00,437
1029,41,F,2023-01-16 08:00:00,757
1092,26,F,2023-01-16 09:00:00,837
1045,48,M,2023-01-16 10:00:00,581
1005,58,M,2023-01-16 11:00:00,526
1098,27,F,2023-01-16 12:00:00,974
1036,19,M,2023-01-16 13:00:00,471
1023,55,M,2023-01-16 14:00:00,975
1092,32,F,2023-01-16 15:00:00,912
1045,20,F,2023-01-16 16:00:00,190
1052,60,F,2023-01-16 17:00:00,154
1094,48,F,2023-01-16 18:00:00,836
1098,23,F,2023-01-16 19:00:00,274
1059,20,F,2023-01-16 20:00:00,744
1096,28,M,2023-01-16 21:00:00,415
1062,32,F,2023-01-16 22:00:00,822
1084,62,F,2023-01-16 23:00:00,978
1031,69,M,2023-01-17 00:00:00,964
1086,45,M,2023-01-17 01:00:00,857
1032,27,M,2023-01-17 02:00:00,493
1066,55,M,2023-01-17 03:00:00,491
1017,64,M,2023-01-17 04:00:00,246
1024,67,M,2023-01-17 05:00:00,534
1094,67,F,2023-01-17 06:00:00,348
1053,24,M,2023-01-17 07:00:00,277
1057,32,M,2023-01-17 08:00:00,941
1066,35,M,2023-01-17 09:00:00,275
1045,35,M,2023-01-17 10:00:00,537
1023,69,F,2023-01-17 11:00:00,101
1031,58,M,2023-01-17 12:00:00,257
1046,41,M,2023-01-17 13:00:00,28
1085,19,F,2023-01-17 14:00:00,881
1022,57,F,2023-01-17 15:00:00,399
1065,37,F,2023-01-17 16:00:00,397
1026,51,M,2023-01-17 17:00:00,935
1001,60,F,2023-01-17 18:00:00,624
1089,43,F,2023-01-17 19:00:00,104
1016,24,F,2023-01-17 20:00:00,439
1032,55,M,2023-01-17 21:00:00,804
1008,47,M,2023-01-17 22:00:00,950
1042,59,F,2023-01-17 23:00:00,734
1047,22,M,2023-01-18 00:00:00,46
1038,28,M,2023-01-18 01:00:00,402
1092,18,M,2023-01-18 02:00:00,582
1041,51,M,2023-01-18 03:00:00,300
1025,18,M,2023-01-18 04:00:00,883
1098,36,F,2023-01-18 05:00:00,312
1049,19,F,2023-01-18 06:00:00,765
1024,38,F,2023-01-18 07:00:00,926
1023,37,F,2023-01-18 08:00:00,410
1012,40,M,2023-01-18 09:00:00,832
1059,38,F,2023-01-18 10:00:00,353
1006,41,F,2023-01-18 11:00:00,872
1056,21,M,2023-01-18 12:00:00,527
1035,29,M,2023-01-18 13:00:00,386
1044,39,M,2023-01-18 14:00:00,940
1019,37,M,2023-01-18 15:00:00,827
1064,35,F,2023-01-18 16:00:00,174
1007,18,M,2023-01-18 17:00:00,22
1015,47,M,2023-01-18 18:00:00,34
1013,50,M,2023-01-18 19:00:00,745
1075,41,M,2023-01-18 20:00:00,132
1086,31,M,2023-01-18 21:00:00,138
1014,53,M,2023-01-18 22:00:00,826
1091,22,F,2023-01-18 23:00:00,643
1097,28,F,2023-01-19 00:00:00,556
1065,41,F,2023-01-19 01:00:00,604
1031,48,M,2023-01-19 02:00:00,318
1086,30,M,2023-01-19 03:00:00,445
1062,33,F,2023-01-19 04:00:00,191
1085,41,F,2023-01-19 05:00:00,597
1050,30,F,2023-01-19 06:00:00,625
1024,41,F,2023-01-19 07:00:00,753
1057,43,M,2023-01-19 08:00:00,824
1062,19,F,2023-01-19 09:00:00,52
1061,33,M,2023-01-19 10:00:00,413
1021,55,M,2023-01-19 11:00:00,938
1057,63,M,2023-01-19 12:00:00,614
1057,18,F,2023-01-19 13:00:00,665
1085,66,F,2023-01-19 14:00:00,775
1048,28,F,2023-01-19 15:00:00,599
1051,68,M,2023-01-19 16:00:00,272
1041,52,M,2023-01-19 17:00:00,79
1069,60,F,2023-01-19 18:00:00,670
1014,46,M,2023-01-19 19:00:00,301
1053,54,F,2023-01-19 20:00:00,223
1059,34,M,2023-01-19 21:00:00,881
1096,56,M,2023-01-19 22:00:00,831
1007,59,M,2023-01-19 23:00:00,156
1052,45,M,2023-01-20 00:00:00,34
1059,46,M,2023-01-20 01:00:00,332
1004,60,M,2023-01-20 02:00:00,118
1067,20,M,2023-01-20 03:00:00,702
1005,69,F,2023-01-20 04:00:00,260
1095,27,M,2023-01-20 05:00:00,491
1093,59,M,2023-01-20 06:00:00,724
1046,31,F,2023-01-20 07:00:00,825
1098,29,F,2023-01-20 08:00:00,691
1054,64,F,2023-01-20 09:00:00,184
1039,59,F,2023-01-20 10:00:00,356
1051,47,M,2023-01-20 11:00:00,179
1015,49,M,2023-01-20 12:00:00,11
1012,49,F,2023-01-20 13:00:00,655
1029,59,M,2023-01-20 14:00:00,648
1018,49,F,2023-01-20 15:00:00,567
1016,43,M,2023-01-20 16:00:00,715
1062,68,M,2023-01-20 17:00:00,371
1018,18,M,2023-01-20 18:00:00,730
1091,59,M,2023-01-20 19:00:00,305
1057,19,M,2023-01-20 20:00:00,579
1054,34,F,2023-01-20 21:00:00,599
1089,47,M,2023-01-20 22:00:00,211
1089,56,M,2023-01-20 23:00:00,298
1061,24,M,2023-01-21 00:00:00,71
1022,69,M,2023-01-21 01:00:00,511
1008,44,M,2023-01-21 02:00:00,789
1011,26,F,2023-01-21 03:00:00,135
1000,39,M,2023-01-21 04:00:00,58
1057,51,F,2023-01-21 05:00:00,609
1000,63,M,2023-01-21 06:00:00,855
1033,66,M,2023-01-21 07:00:00,782
1095,18,F,2023-01-21 08:00:00,188
1047,26,M,2023-01-21 09:00:00,590
1088,37,M,2023-01-21 10:00:00,888
1000,36,F,2023-01-21 11:00:00,937
1015,53,M,2023-01-21 12:00:00,502
1060,57,F,2023-01-21 13:00:00,442
1063,62,F,2023-01-21 14:00:00,581
1062,21,F,2023-01-21 15:00:00,311
1068,26,M,2023-01-21 16:00:00,973
1021,58,M,2023-01-21 17:00:00,770
1092,39,F,2023-01-21 18:00:00,999
1066,35,M,2023-01-21 19:00:00,178
1075,29,F,2023-01-21 20:00:00,986
1025,59,M,2023-01-21 21:00:00,972
1015,60,F,2023-01-21 22:00:00,278
1050,56,M,2023-01-21 23:00:00,373
1085,26,F,2023-01-22 00:00:00,633
1056,23,M,2023-01-22 01:00:00,109
1028,36,F,2023-01-22 02:00:00,923
1077,65,M,2023-01-22 03:00:00,224
1091,64,F,2023-01-22 04:00:00,634
1068,24,M,2023-01-22 05:00:00,106
1046,33,M,2023-01-22 06:00:00,828
1093,22,F,2023-01-22 07:00:00,639
1061,33,M,2023-01-22 08:00:00,557
1068,18,M,2023-01-22 09:00:00,346
1075,68,M,2023-01-22 10:00:00,368
1015,54,M,2023-01-22 11:00:00,299
1089,56,F,2023-01-22 12:00:00,405
1089,36,M,2023-01-22 13:00:00,910
1047,54,M,2023-01-22 14:00:00,825
1084,34,F,2023-01-22 15:00:00,369
1038,43,M,2023-01-22 16:00:00,356
1099,39,F,2023-01-22 17:00:00,133
1032,25,M,2023-01-22 18:00:00,561
1093,50,F,2023-01-22 19:00:00,662
1022,19,M,2023-01-22 20:00:00,547
1009,47,F,2023-01-22 21:00:00,663
1068,64,F,2023-01-22 22:00:00,873
1099,37,F,2023-01-22 23:00:00,916
1033,35,M,2023-01-23 00:00:00,431
1051,60,F,2023-01-23 01:00:00,345
1094,27,M,2023-01-23 02:00:00,512
1009,41,F,2023-01-23 03:00:00,66
1018,21,F,2023-01-23 04:00:00,671
1057,54,F,2023-01-23 05:00:00,888
1095,21,M,2023-01-23 06:00:00,921
1000,30,M,2023-01-23 07:00:00,726
1068,42,F,2023-01-23 08:00:00,85
1003,30,F,2023-01-23 09:00:00,475
1015,35,F,2023-01-23 10:00:00,294
1023,41,F,2023-01-23 11:00:00,731
1079,19,F,2023-01-23 12:00:00,395
1001,65,F,2023-01-23 13:00:00,959
1091,50,F,2023-01-23 14:00:00,779
1031,36,F,2023-01-23 15:00:00,268
1090,26,M,2023-01-23 16:00:00,486
1083,45,F,2023-01-23 17:00:00,705
1023,52,M,2023-01-23 18:00:00,849
1011,56,F,2023-01-23 19:00:00,20
1049,27,M,2023-01-23 20:00:00,981
1034,18,M,2023-01-23 21:00:00,681
1032,59,F,2023-01-23 22:00:00,269
1032,38,M,2023-01-23 23:00:00,402
1060,26,M,2023-01-24 00:00:00,609
1050,64,F,2023-01-24 01:00:00,378
1042,32,F,2023-01-24 02:00:00,193
1011,52,F,2023-01-24 03:00:00,25
1066,22,M,2023-01-24 04:00:00,986
1064,58,F,2023-01-24 05:00:00,765
1032,39,M,2023-01-24 06:00:00,515
1039,58,F,2023-01-24 07:00:00,95
1073,40,F,2023-01-24 08:00:00,720
1042,24,M,2023-01-24 09:00:00,19
1043,40,M,2023-01-24 10:00:00,486
1028,61,M,2023-01-24 11:00:00,173
1012,42,F,2023-01-24 12:00:00,33
1011,44,F,2023-01-24 13:00:00,585
1094,58,F,2023-01-24 14:00:00,321
1045,23,M,2023-01-24 15:00:00,247
1001,51,M,2023-01-24 16:00:00,471
1034,26,M,2023-01-24 17:00:00,471
1086,66,M,2023-01-24 18:00:00,866
1080,50,F,2023-01-24 19:00:00,247
1089,68,M,2023-01-24 20:00:00,31
1007,23,M,2023-01-24 21:00:00,189
1092,54,F,2023-01-24 22:00:00,827
1025,48,F,2023-01-24 23:00:00,568
1073,51,M,2023-01-25 00:00:00,800
1089,58,M,2023-01-25 01:00:00,745
1033,46,M,2023-01-25 02:00:00,739
1006,31,M,2023-01-25 03:00:00,508
1067,53,M,2023-01-25 04:00:00,484
1057,53,M,2023-01-25 05:00:00,758
1074,32,F,2023-01-25 06:00:00,725
1028,25,F,2023-01-25 07:00:00,348
1035,43,F,2023-01-25 08:00:00,540
1088,53,F,2023-01-25 09:00:00,701
1020,65,M,2023-01-25 10:00:00,171
1035,38,M,2023-01-25 11:00:00,806
1009,45,M,2023-01-25 12:00:00,70
1072,21,M,2023-01-25 13:00:00,94
1023,33,F,2023-01-25 14:00:00,556
1063,39,M,2023-01-25 15:00:00,499
1098,29,M,2023-01-25 16:00:00,14
1048,33,M,2023-01-25 17:00:00,85
1098,68,M,2023-01-25 18:00:00,262
1035,57,F,2023-01-25 19:00:00,16
1081,55,M,2023-01-25 20:00:00,690
1095,59,F,2023-01-25 21:00:00,651
1023,54,M,2023-01-25 22:00:00,482
1022,46,M,2023-01-25 23:00:00,147
1061,35,M,2023-01-26 00:00:00,367
1095,27,F,2023-01-26 01:00:00,821
1036,59,M,2023-01-26 02:00:00,847
1011,56,M,2023-01-26 03:00:00,612
1054,35,M,2023-01-26 04:00:00,172
1012,18,F,2023-01-26 05:00:00,327
1022,56,F,2023-01-26 06:00:00,467
1088,38,M,2023-01-26 07:00:00,262
1098,18,F,2023-01-26 08:00:00,210
1029,32,M,2023-01-26 09:00:00,541
1016,21,M,2023-01-26 10:00:00,750
1061,37,F,2023-01-26 11:00:00,684
1083,27,M,2023-01-26 12:00:00,174
1088,40,M,2023-01-26 13:00:00,241
1085,58,F,2023-01-26 14:00:00,337
1012,51,F,2023-01-26 15:00:00,247
1058,63,F,2023-01-26 16:00:00,129
1018,65,F,2023-01-26 17:00:00,959
1048,50,M,2023-01-26 18:00:00,872
1099,51,M,2023-01-26 19:00:00,904
1011,56,M,2023-01-26 20:00:00,890
1060,27,M,2023-01-26 21:00:00,628
1018,37,M,2023-01-26 22:00:00,259
1075,18,M,2023-01-26 23:00:00,345
1008,30,M,2023-01-27 00:00:00,293
1070,18,M,2023-01-27 01:00:00,207
1027,22,F,2023-01-27 02:00:00,425
1077,33,M,2023-01-27 03:00:00,741
1094,32,M,2023-01-27 04:00:00,404
1051,66,M,2023-01-27 05:00:00,947
1082,45,M,2023-01-27 06:00:00,160
1015,48,M,2023-01-27 07:00:00,807
1068,40,F,2023-01-27 08:00:00,274
1098,65,F,2023-01-27 09:00:00,229
