transaction_id,product_id,quantity,transaction_date,customer_id,total_amount
126,106,12,2023-01-01 02:05:00,1096,276
127,172,5,2023-01-01 02:06:00,1032,405
128,171,3,2023-01-01 02:07:00,1061,78
129,111,1,2023-01-01 02:08:00,1025,79
130,133,14,2023-01-01 02:09:00,1085,322
131,132,19,2023-01-01 02:10:00,1080,589
132,147,16,2023-01-01 02:11:00,1026,176
133,122,9,2023-01-01 02:12:00,1062,189
134,161,5,2023-01-01 02:13:00,1001,485
135,187,4,2023-01-01 02:14:00,1045,284
136,136,6,2023-01-01 02:15:00,1019,582
137,198,12,2023-01-01 02:16:00,1036,852
138,143,14,2023-01-01 02:17:00,1038,252
139,185,14,2023-01-01 02:18:00,1043,910
140,190,6,2023-01-01 02:19:00,1014,252
141,134,5,2023-01-01 02:20:00,1030,420
142,164,2,2023-01-01 02:21:00,1049,194
143,198,3,2023-01-01 02:22:00,1091,252
144,146,9,2023-01-01 02:23:00,1006,639
145,177,7,2023-01-01 02:24:00,1038,616
146,102,12,2023-01-01 02:25:00,1000,384
147,100,18,2023-01-01 02:26:00,1006,648
148,104,13,2023-01-01 02:27:00,1070,494
149,189,1,2023-01-01 02:28:00,1008,37
150,113,1,2023-01-01 02:29:00,1058,46
151,126,1,2023-01-01 02:30:00,1074,70
152,108,7,2023-01-01 02:31:00,1022,147
153,178,9,2023-01-01 02:32:00,1051,522
154,114,1,2023-01-01 02:33:00,1037,90
155,189,15,2023-01-01 02:34:00,1017,1215
156,141,12,2023-01-01 02:35:00,1015,348
157,176,4,2023-01-01 02:36:00,1045,176
158,150,10,2023-01-01 02:37:00,1004,550
159,162,18,2023-01-01 02:38:00,1045,1026
160,195,19,2023-01-01 02:39:00,1088,912
161,151,5,2023-01-01 02:40:00,1068,215
162,195,2,2023-01-01 02:41:00,1093,124
163,103,7,2023-01-01 02:42:00,1042,70
164,193,6,2023-01-01 02:43:00,1055,528
165,122,16,2023-01-01 02:44:00,1088,736
166,114,15,2023-01-01 02:45:00,1067,1200
167,142,9,2023-01-01 02:46:00,1082,891
168,128,7,2023-01-01 02:47:00,1095,126
169,135,10,2023-01-01 02:48:00,1075,180
170,112,2,2023-01-01 02:49:00,1070,116
171,131,3,2023-01-01 02:50:00,1099,147
172,170,19,2023-01-01 02:51:00,1069,1311
173,158,3,2023-01-01 02:52:00,1043,42
174,185,8,2023-01-01 02:53:00,1016,240
175,127,5,2023-01-01 02:54:00,1013,240
176,165,12,2023-01-01 02:55:00,1065,684
177,141,11,2023-01-01 02:56:00,1075,671
178,144,4,2023-01-01 02:57:00,1074,128
179,161,4,2023-01-01 02:58:00,1096,388
180,156,1,2023-01-01 02:59:00,1059,90
181,105,7,2023-01-01 03:00:00,1065,126
182,127,2,2023-01-01 03:01:00,1087,134
183,127,1,2023-01-01 03:02:00,1079,32
184,143,19,2023-01-01 03:03:00,1002,1482
185,183,17,2023-01-01 03:04:00,1039,1292
186,129,11,2023-01-01 03:05:00,1039,891
187,161,5,2023-01-01 03:06:00,1072,410
188,174,6,2023-01-01 03:07:00,1004,336
189,191,6,2023-01-01 03:08:00,1042,558
190,188,17,2023-01-01 03:09:00,1000,561
191,161,10,2023-01-01 03:10:00,1015,850
192,196,10,2023-01-01 03:11:00,1024,350
193,100,9,2023-01-01 03:12:00,1088,306
194,126,18,2023-01-01 03:13:00,1082,306
195,161,13,2023-01-01 03:14:00,1060,416
196,176,8,2023-01-01 03:15:00,1081,792
197,102,11,2023-01-01 03:16:00,1090,1045
198,169,7,2023-01-01 03:17:00,1008,658
199,171,7,2023-01-01 03:18:00,1084,644
200,126,3,2023-01-01 03:19:00,1068,150
201,108,16,2023-01-01 03:20:00,1029,1168
202,161,13,2023-01-01 03:21:00,1007,1105
203,136,18,2023-01-01 03:22:00,1027,1476
204,196,18,2023-01-01 03:23:00,1080,756
205,150,12,2023-01-01 03:24:00,1051,744
206,143,13,2023-01-01 03:25:00,1020,611
207,123,3,2023-01-01 03:26:00,1017,276
208,178,3,2023-01-01 03:27:00,1009,267
209,158,2,2023-01-01 03:28:00,1069,162
210,131,7,2023-01-01 03:29:00,1086,427
211,195,2,2023-01-01 03:30:00,1081,118
212,187,6,2023-01-01 03:31:00,1057,312
213,151,13,2023-01-01 03:32:00,1013,468
214,161,11,2023-01-01 03:33:00,1095,759
215,157,5,2023-01-01 03:34:00,1052,465
216,151,7,2023-01-01 03:35:00,1083,651
217,111,11,2023-01-01 03:36:00,1053,649
218,138,7,2023-01-01 03:37:00,1056,406
219,101,8,2023-01-01 03:38:00,1004,400
220,102,4,2023-01-01 03:39:00,1088,364
221,155,10,2023-01-01 03:40:00,1034,140
222,180,15,2023-01-01 03:41:00,1062,375
223,158,15,2023-01-01 03:42:00,1085,1005
224,101,19,2023-01-01 03:43:00,1007,456
225,101,10,2023-01-01 03:44:00,1034,670
226,191,2,2023-01-01 03:45:00,1074,32
227,153,16,2023-01-01 03:46:00,1064,1568
228,186,5,2023-01-01 03:47:00,1095,355
229,195,17,2023-01-01 03:48:00,1025,1326
230,196,3,2023-01-01 03:49:00,1031,42
231,100,8,2023-01-01 03:50:00,1095,424
232,118,11,2023-01-01 03:51:00,1033,759
233,101,5,2023-01-01 03:52:00,1012,310
234,152,17,2023-01-01 03:53:00,1078,1054
235,143,4,2023-01-01 03:54:00,1037,164
236,189,8,2023-01-01 03:55:00,1066,608
237,131,2,2023-01-01 03:56:00,1079,132
238,169,16,2023-01-01 03:57:00,1099,432
239,131,9,2023-01-01 03:58:00,1065,468
240,167,17,2023-01-01 03:59:00,1078,1071
241,154,10,2023-01-01 04:00:00,1042,900
242,174,13,2023-01-01 04:01:00,1067,832
243,155,17,2023-01-01 04:02:00,1012,442
244,116,12,2023-01-01 04:03:00,1038,132
245,137,9,2023-01-01 04:04:00,1015,612
246,123,15,2023-01-01 04:05:00,1041,1320
247,168,10,2023-01-01 04:06:00,1072,840
248,197,19,2023-01-01 04:07:00,1098,1007
249,169,17,2023-01-01 04:08:00,1047,1224
250,185,7,2023-01-01 04:09:00,1025,378
251,110,14,2023-01-01 04:10:00,1090,336
252,115,13,2023-01-01 04:11:00,1079,351
253,196,2,2023-01-01 04:12:00,1053,190
254,172,16,2023-01-01 04:13:00,1073,656
255,158,17,2023-01-01 04:14:00,1020,1479
256,169,6,2023-01-01 04:15:00,1057,414
257,179,1,2023-01-01 04:16:00,1090,32
258,192,6,2023-01-01 04:17:00,1015,66
259,102,1,2023-01-01 04:18:00,1094,17
260,119,10,2023-01-01 04:19:00,1088,860
261,158,8,2023-01-01 04:20:00,1050,96
262,135,16,2023-01-01 04:21:00,1012,1472
263,118,12,2023-01-01 04:22:00,1054,756
264,189,19,2023-01-01 04:23:00,1035,1729
265,166,14,2023-01-01 04:24:00,1093,1190
266,118,8,2023-01-01 04:25:00,1005,616
267,119,19,2023-01-01 04:26:00,1038,1330
268,195,15,2023-01-01 04:27:00,1096,360
269,170,5,2023-01-01 04:28:00,1005,480
270,151,17,2023-01-01 04:29:00,1004,714
271,132,14,2023-01-01 04:30:00,1041,280
272,139,15,2023-01-01 04:31:00,1092,1065
273,138,8,2023-01-01 04:32:00,1081,88
274,181,4,2023-01-01 04:33:00,1013,112
275,100,7,2023-01-01 04:34:00,1073,581
276,110,7,2023-01-01 04:35:00,1041,546
277,191,5,2023-01-01 04:36:00,1079,420
278,156,10,2023-01-01 04:37:00,1042,860
279,188,5,2023-01-01 04:38:00,1071,330
280,149,4,2023-01-01 04:39:00,1007,76
281,122,11,2023-01-01 04:40:00,1054,308
282,130,6,2023-01-01 04:41:00,1082,246
283,193,15,2023-01-01 04:42:00,1037,1005
284,141,11,2023-01-01 04:43:00,1086,935
285,198,7,2023-01-01 04:44:00,1086,511
286,106,19,2023-01-01 04:45:00,1092,1140
287,115,5,2023-01-01 04:46:00,1010,180
288,189,4,2023-01-01 04:47:00,1069,320
289,159,1,2023-01-01 04:48:00,1033,98
290,101,16,2023-01-01 04:49:00,1093,672
291,100,12,2023-01-01 04:50:00,1042,1068
292,147,18,2023-01-01 04:51:00,1015,306
293,111,2,2023-01-01 04:52:00,1003,154
294,168,13,2023-01-01 04:53:00,1081,1157
295,136,12,2023-01-01 04:54:00,1052,624
296,131,4,2023-01-01 04:55:00,1039,172
297,108,4,2023-01-01 04:56:00,1037,312
298,198,13,2023-01-01 04:57:00,1060,143
299,118,3,2023-01-01 04:58:00,1028,102
300,147,17,2023-01-01 04:59:00,1037,1530
301,179,7,2023-01-01 05:00:00,1072,518
302,102,13,2023-01-01 05:01:00,1050,416
303,119,15,2023-01-01 05:02:00,1055,150
304,123,14,2023-01-01 05:03:00,1090,210
305,153,16,2023-01-01 05:04:00,1016,896
306,132,17,2023-01-01 05:05:00,1010,1547
307,123,16,2023-01-01 05:06:00,1096,1152
308,174,16,2023-01-01 05:07:00,1062,720
309,171,1,2023-01-01 05:08:00,1007,72
310,135,14,2023-01-01 05:09:00,1075,1022
311,137,2,2023-01-01 05:10:00,1002,50
312,183,9,2023-01-01 05:11:00,1043,567
313,198,19,2023-01-01 05:12:00,1074,361
314,188,5,2023-01-01 05:13:00,1073,465
315,198,10,2023-01-01 05:14:00,1086,980
316,124,6,2023-01-01 05:15:00,1014,390
317,192,3,2023-01-01 05:16:00,1033,153
318,117,2,2023-01-01 05:17:00,1025,126
319,181,19,2023-01-01 05:18:00,1061,988
320,165,6,2023-01-01 05:19:00,1097,570
321,153,10,2023-01-01 05:20:00,1016,850
322,134,18,2023-01-01 05:21:00,1048,360
323,179,14,2023-01-01 05:22:00,1006,826
324,160,2,2023-01-01 05:23:00,1025,82
325,140,4,2023-01-01 05:24:00,1041,372
326,199,15,2023-01-01 05:25:00,1090,735
327,132,6,2023-01-01 05:26:00,1014,564
328,167,6,2023-01-01 05:27:00,1095,270
329,132,9,2023-01-01 05:28:00,1034,576
330,113,18,2023-01-01 05:29:00,1087,1728
331,120,4,2023-01-01 05:30:00,1084,204
332,147,1,2023-01-01 05:31:00,1017,55
333,119,4,2023-01-01 05:32:00,1061,44
334,107,3,2023-01-01 05:33:00,1037,153
335,106,13,2023-01-01 05:34:00,1054,585
336,166,15,2023-01-01 05:35:00,1082,1245
337,116,1,2023-01-01 05:36:00,1022,90
338,132,16,2023-01-01 05:37:00,1053,1120
339,147,2,2023-01-01 05:38:00,1022,110
340,175,6,2023-01-01 05:39:00,1033,468
341,158,1,2023-01-01 05:40:00,1000,33
342,185,17,2023-01-01 05:41:00,1007,238
343,121,17,2023-01-01 05:42:00,1007,646
344,129,1,2023-01-01 05:43:00,1088,58
345,137,16,2023-01-01 05:44:00,1006,720
346,150,9,2023-01-01 05:45:00,1079,891
347,153,2,2023-01-01 05:46:00,1034,62
348,107,5,2023-01-01 05:47:00,1062,450
349,126,8,2023-01-01 05:48:00,1016,160
350,126,1,2023-01-01 05:49:00,1085,31
351,197,9,2023-01-01 05:50:00,1090,540
352,120,14,2023-01-01 05:51:00,1036,1232
353,129,17,2023-01-01 05:52:00,1074,255
354,196,5,2023-01-01 05:53:00,1002,60
355,127,8,2023-01-01 05:54:00,1077,360
356,163,17,2023-01-01 05:55:00,1017,1275
357,196,12,2023-01-01 05:56:00,1060,1068
358,168,19,2023-01-01 05:57:00,1056,551
359,160,8,2023-01-01 05:58:00,1008,184
360,147,19,2023-01-01 05:59:00,1007,570
361,118,12,2023-01-01 06:00:00,1067,444
362,103,8,2023-01-01 06:01:00,1049,776
363,134,11,2023-01-01 06:02:00,1000,1067
364,163,11,2023-01-01 06:03:00,1013,990
365,148,15,2023-01-01 06:04:00,1089,615
366,116,2,2023-01-01 06:05:00,1098,80
367,143,3,2023-01-01 06:06:00,1054,99
368,191,1,2023-01-01 06:07:00,1038,64
369,129,1,2023-01-01 06:08:00,1008,47
370,192,4,2023-01-01 06:09:00,1071,176
371,145,19,2023-01-01 06:10:00,1020,1349
372,105,18,2023-01-01 06:11:00,1042,1260
373,198,1,2023-01-01 06:12:00,1058,22
374,136,19,2023-01-01 06:13:00,1095,931
375,123,1,2023-01-01 06:14:00,1070,23
376,192,10,2023-01-01 06:15:00,1015,140
377,145,13,2023-01-01 06:16:00,1031,1027
378,152,19,2023-01-01 06:17:00,1095,1368
379,194,8,2023-01-01 06:18:00,1049,272
380,198,5,2023-01-01 06:19:00,1034,425
381,159,11,2023-01-01 06:20:00,1073,561
382,196,8,2023-01-01 06:21:00,1095,696
383,162,14,2023-01-01 06:22:00,1022,616
384,184,12,2023-01-01 06:23:00,1083,144
385,131,11,2023-01-01 06:24:00,1000,297
386,186,13,2023-01-01 06:25:00,1099,871
387,132,10,2023-01-01 06:26:00,1030,820
388,166,8,2023-01-01 06:27:00,1070,144
389,117,10,2023-01-01 06:28:00,1047,770
390,124,6,2023-01-01 06:29:00,1026,72
391,194,1,2023-01-01 06:30:00,1001,98
392,153,9,2023-01-01 06:31:00,1091,360
393,157,4,2023-01-01 06:32:00,1097,40
394,166,1,2023-01-01 06:33:00,1021,51
395,145,10,2023-01-01 06:34:00,1073,620
396,123,7,2023-01-01 06:35:00,1022,147
397,131,7,2023-01-01 06:36:00,1049,476
398,146,5,2023-01-01 06:37:00,1082,330
399,185,2,2023-01-01 06:38:00,1057,194
400,122,9,2023-01-01 06:39:00,1043,171
401,165,6,2023-01-01 06:40:00,1009,498
402,126,9,2023-01-01 06:41:00,1022,387
403,101,15,2023-01-01 06:42:00,1062,270
404,189,13,2023-01-01 06:43:00,1054,1248
405,116,15,2023-01-01 06:44:00,1091,660
406,132,1,2023-01-01 06:45:00,1057,48
407,108,15,2023-01-01 06:46:00,1077,630
408,142,18,2023-01-01 06:47:00,1012,1512
409,147,11,2023-01-01 06:48:00,1089,1078
410,138,3,2023-01-01 06:49:00,1088,117
411,192,1,2023-01-01 06:50:00,1012,15
412,141,4,2023-01-01 06:51:00,1028,68
413,125,2,2023-01-01 06:52:00,1001,104
414,198,16,2023-01-01 06:53:00,1098,1376
415,149,19,2023-01-01 06:54:00,1051,1634
416,124,16,2023-01-01 06:55:00,1053,656
417,123,12,2023-01-01 06:56:00,1091,264
418,112,8,2023-01-01 06:57:00,1008,248
419,159,4,2023-01-01 06:58:00,1027,68
420,106,16,2023-01-01 06:59:00,1063,592
421,156,9,2023-01-01 07:00:00,1035,207
422,135,15,2023-01-01 07:01:00,1002,150
423,144,12,2023-01-01 07:02:00,1068,960
424,119,17,2023-01-01 07:03:00,1035,425
425,164,15,2023-01-01 07:04:00,1068,555
426,107,4,2023-01-01 07:05:00,1025,56
427,115,8,2023-01-01 07:06:00,1013,264
428,113,3,2023-01-01 07:07:00,1088,192
429,175,7,2023-01-01 07:08:00,1066,686
430,186,7,2023-01-01 07:09:00,1018,574
431,114,15,2023-01-01 07:10:00,1028,1395
432,191,17,2023-01-01 07:11:00,1083,527
433,197,10,2023-01-01 07:12:00,1074,870
434,165,16,2023-01-01 07:13:00,1075,1504
435,131,16,2023-01-01 07:14:00,1035,784
436,186,15,2023-01-01 07:15:00,1072,780
437,162,12,2023-01-01 07:16:00,1045,204
438,185,7,2023-01-01 07:17:00,1055,91
439,150,3,2023-01-01 07:18:00,1092,126
440,124,2,2023-01-01 07:19:00,1009,114
441,157,4,2023-01-01 07:20:00,1066,200
442,162,8,2023-01-01 07:21:00,1063,368
443,161,10,2023-01-01 07:22:00,1081,200
444,121,12,2023-01-01 07:23:00,1064,960
445,157,12,2023-01-01 07:24:00,1031,1176
446,157,9,2023-01-01 07:25:00,1013,180
447,185,11,2023-01-01 07:26:00,1099,495
448,148,13,2023-01-01 07:27:00,1003,650
449,151,1,2023-01-01 07:28:00,1067,20
450,141,3,2023-01-01 07:29:00,1055,33
451,169,11,2023-01-01 07:30:00,1000,924
452,114,15,2023-01-01 07:31:00,1098,285
453,153,7,2023-01-01 07:32:00,1078,616
454,159,16,2023-01-01 07:33:00,1098,944
455,196,6,2023-01-01 07:34:00,1003,570
456,107,10,2023-01-01 07:35:00,1014,410
457,152,4,2023-01-01 07:36:00,1086,196
458,159,6,2023-01-01 07:37:00,1096,396
459,104,12,2023-01-01 07:38:00,1054,756
460,167,3,2023-01-01 07:39:00,1039,231
461,105,12,2023-01-01 07:40:00,1056,408
462,195,16,2023-01-01 07:41:00,1006,1344
463,193,12,2023-01-01 07:42:00,1067,336
464,146,15,2023-01-01 07:43:00,1068,465
465,198,18,2023-01-01 07:44:00,1009,774
466,154,16,2023-01-01 07:45:00,1050,1024
467,139,6,2023-01-01 07:46:00,1075,162
468,151,17,2023-01-01 07:47:00,1096,1105
469,115,3,2023-01-01 07:48:00,1033,219
470,112,18,2023-01-01 07:49:00,1097,702
471,129,11,2023-01-01 07:50:00,1055,1023
472,118,17,2023-01-01 07:51:00,1054,1564
473,116,6,2023-01-01 07:52:00,1024,90
474,162,18,2023-01-01 07:53:00,1018,648
475,118,5,2023-01-01 07:54:00,1003,335
476,191,16,2023-01-01 07:55:00,1087,448
477,157,10,2023-01-01 07:56:00,1031,160
478,154,16,2023-01-01 07:57:00,1031,1552
479,189,3,2023-01-01 07:58:00,1079,186
480,189,10,2023-01-01 07:59:00,1021,830
481,161,18,2023-01-01 08:00:00,1078,468
482,122,16,2023-01-01 08:01:00,1083,1488
483,108,17,2023-01-01 08:02:00,1057,612
484,111,17,2023-01-01 08:03:00,1046,884
485,100,10,2023-01-01 08:04:00,1027,740
486,157,5,2023-01-01 08:05:00,1073,415
487,100,4,2023-01-01 08:06:00,1079,116
488,133,15,2023-01-01 08:07:00,1046,1260
489,195,16,2023-01-01 08:08:00,1054,208
490,147,18,2023-01-01 08:09:00,1080,1674
491,188,19,2023-01-01 08:10:00,1099,285
492,100,10,2023-01-01 08:11:00,1092,560
493,115,11,2023-01-01 08:12:00,1016,913
494,160,9,2023-01-01 08:13:00,1041,441
495,163,5,2023-01-01 08:14:00,1093,90
496,162,6,2023-01-01 08:15:00,1093,216
497,168,3,2023-01-01 08:16:00,1041,48
498,121,13,2023-01-01 08:17:00,1019,1066
499,192,6,2023-01-01 08:18:00,1039,480
500,166,11,2023-01-01 08:19:00,1027,638
501,175,16,2023-01-01 08:20:00,1073,304
502,125,11,2023-01-01 08:21:00,1026,671
503,115,10,2023-01-01 08:22:00,1001,450
504,150,16,2023-01-01 08:23:00,1054,1200
505,185,14,2023-01-01 08:24:00,1003,574
506,156,16,2023-01-01 08:25:00,1099,1344
507,128,17,2023-01-01 08:26:00,1041,816
508,177,8,2023-01-01 08:27:00,1095,328
509,191,4,2023-01-01 08:28:00,1037,224
510,168,17,2023-01-01 08:29:00,1065,1564
511,146,10,2023-01-01 08:30:00,1077,760
512,193,2,2023-01-01 08:31:00,1037,132
513,161,12,2023-01-01 08:32:00,1042,792
514,168,19,2023-01-01 08:33:00,1050,931
515,175,19,2023-01-01 08:34:00,1090,1083
516,115,8,2023-01-01 08:35:00,1013,664
517,189,6,2023-01-01 08:36:00,1048,270
518,189,19,2023-01-01 08:37:00,1000,1748
519,147,18,2023-01-01 08:38:00,1022,306
520,184,14,2023-01-01 08:39:00,1037,560
521,138,3,2023-01-01 08:40:00,1013,255
522,199,18,2023-01-01 08:41:00,1008,1476
523,132,19,2023-01-01 08:42:00,1021,855
524,193,15,2023-01-01 08:43:00,1033,195
525,122,16,2023-01-01 08:44:00,1041,672
526,109,17,2023-01-01 08:45:00,1053,1224
527,168,3,2023-01-01 08:46:00,1044,249
528,199,18,2023-01-01 08:47:00,1013,1458
529,133,13,2023-01-01 08:48:00,1012,1261
530,151,12,2023-01-01 08:49:00,1098,1020
531,194,19,2023-01-01 08:50:00,1050,589
532,109,2,2023-01-01 08:51:00,1080,40
533,118,1,2023-01-01 08:52:00,1096,37
534,157,10,2023-01-01 08:53:00,1089,460
535,195,18,2023-01-01 08:54:00,1017,936
536,100,12,2023-01-01 08:55:00,1091,1080
537,168,13,2023-01-01 08:56:00,1080,819
538,103,4,2023-01-01 08:57:00,1048,96
539,115,1,2023-01-01 08:58:00,1002,31
540,123,4,2023-01-01 08:59:00,1085,380
541,179,18,2023-01-01 09:00:00,1063,252
542,101,17,2023-01-01 09:01:00,1015,1088
543,191,14,2023-01-01 09:02:00,1027,1008
544,131,2,2023-01-01 09:03:00,1076,198
545,190,14,2023-01-01 09:04:00,1067,1022
546,183,10,2023-01-01 09:05:00,1085,490
547,123,3,2023-01-01 09:06:00,1066,264
548,111,15,2023-01-01 09:07:00,1054,1035
549,149,7,2023-01-01 09:08:00,1015,658
550,134,15,2023-01-01 09:09:00,1061,270
551,132,19,2023-01-01 09:10:00,1094,361
552,132,12,2023-01-01 09:11:00,1061,408
553,160,4,2023-01-01 09:12:00,1069,68
554,150,1,2023-01-01 09:13:00,1048,67
555,142,5,2023-01-01 09:14:00,1046,490
556,111,9,2023-01-01 09:15:00,1021,828
557,166,8,2023-01-01 09:16:00,1023,392
558,164,14,2023-01-01 09:17:00,1008,1050
559,132,14,2023-01-01 09:18:00,1075,1204
560,139,4,2023-01-01 09:19:00,1054,100
561,173,7,2023-01-01 09:20:00,1013,147
562,142,2,2023-01-01 09:21:00,1040,146
563,143,11,2023-01-01 09:22:00,1099,286
564,128,7,2023-01-01 09:23:00,1087,665
565,112,17,2023-01-01 09:24:00,1040,289
566,111,15,2023-01-01 09:25:00,1015,960
567,194,4,2023-01-01 09:26:00,1093,52
568,145,2,2023-01-01 09:27:00,1054,142
569,101,9,2023-01-01 09:28:00,1089,747
570,134,12,2023-01-01 09:29:00,1021,768
571,186,19,2023-01-01 09:30:00,1048,1843
572,180,19,2023-01-01 09:31:00,1076,1216
573,189,3,2023-01-01 09:32:00,1025,51
574,107,5,2023-01-01 09:33:00,1077,400
575,192,9,2023-01-01 09:34:00,1033,684
576,125,19,2023-01-01 09:35:00,1039,1026
