customer_id,age,gender,purchase_date,amount
1070,56,M,2023-01-08 03:00:00,142
1058,42,M,2023-01-08 04:00:00,392
1085,69,M,2023-01-08 05:00:00,268
1027,27,M,2023-01-08 06:00:00,839
1065,19,F,2023-01-08 07:00:00,815
1041,21,M,2023-01-08 08:00:00,95
1044,42,F,2023-01-08 09:00:00,668
1061,33,F,2023-01-08 10:00:00,363
1056,57,F,2023-01-08 11:00:00,276
1005,61,M,2023-01-08 12:00:00,192
1027,22,M,2023-01-08 13:00:00,865
1027,40,M,2023-01-08 14:00:00,534
1043,37,M,2023-01-08 15:00:00,308
1083,20,M,2023-01-08 16:00:00,144
1029,18,M,2023-01-08 17:00:00,265
1061,63,F,2023-01-08 18:00:00,575
1074,68,F,2023-01-08 19:00:00,264
1091,42,F,2023-01-08 20:00:00,822
1088,33,F,2023-01-08 21:00:00,434
1061,58,F,2023-01-08 22:00:00,788
1096,22,M,2023-01-08 23:00:00,326
1000,53,F,2023-01-09 00:00:00,604
1026,23,F,2023-01-09 01:00:00,81
1061,29,M,2023-01-09 02:00:00,35
1076,63,M,2023-01-09 03:00:00,923
1002,40,M,2023-01-09 04:00:00,395
1069,63,M,2023-01-09 05:00:00,466
1071,55,M,2023-01-09 06:00:00,505
1026,22,M,2023-01-09 07:00:00,94
1008,19,M,2023-01-09 08:00:00,158
1061,20,M,2023-01-09 09:00:00,827
1036,58,F,2023-01-09 10:00:00,468
1096,24,F,2023-01-09 11:00:00,253
1050,43,F,2023-01-09 12:00:00,228
1043,29,M,2023-01-09 13:00:00,311
1023,67,F,2023-01-09 14:00:00,434
1078,62,F,2023-01-09 15:00:00,649
1058,18,F,2023-01-09 16:00:00,129
1031,18,F,2023-01-09 17:00:00,684
1095,50,F,2023-01-09 18:00:00,136
1087,56,M,2023-01-09 19:00:00,432
1051,26,M,2023-01-09 20:00:00,699
1061,18,M,2023-01-09 21:00:00,917
1057,32,F,2023-01-09 22:00:00,721
1051,42,F,2023-01-09 23:00:00,320
1011,61,M,2023-01-10 00:00:00,67
1038,53,M,2023-01-10 01:00:00,944
1001,27,F,2023-01-10 02:00:00,609
1002,67,M,2023-01-10 03:00:00,720
1055,48,F,2023-01-10 04:00:00,745
1080,68,F,2023-01-10 05:00:00,578
1058,37,M,2023-01-10 06:00:00,744
1001,22,M,2023-01-10 07:00:00,915
1001,45,F,2023-01-10 08:00:00,690
1091,51,M,2023-01-10 09:00:00,417
1053,56,M,2023-01-10 10:00:00,25
1086,55,M,2023-01-10 11:00:00,513
1095,33,M,2023-01-10 12:00:00,573
1096,32,F,2023-01-10 13:00:00,963
1000,58,F,2023-01-10 14:00:00,162
1018,56,M,2023-01-10 15:00:00,884
1001,59,M,2023-01-10 16:00:00,275
1052,43,M,2023-01-10 17:00:00,233
1043,47,F,2023-01-10 18:00:00,605
1089,19,F,2023-01-10 19:00:00,783
1031,20,F,2023-01-10 20:00:00,808
1069,36,M,2023-01-10 21:00:00,162
1031,41,F,2023-01-10 22:00:00,614
1067,20,M,2023-01-10 23:00:00,303
1054,57,M,2023-01-11 00:00:00,485
1074,22,F,2023-01-11 01:00:00,995
1055,49,M,2023-01-11 02:00:00,39
1016,69,M,2023-01-11 03:00:00,806
1037,48,F,2023-01-11 04:00:00,490
1023,29,F,2023-01-11 05:00:00,652
1068,60,M,2023-01-11 06:00:00,223
1097,53,M,2023-01-11 07:00:00,816
1069,53,F,2023-01-11 08:00:00,715
1085,48,M,2023-01-11 09:00:00,114
1010,50,F,2023-01-11 10:00:00,895
1015,24,F,2023-01-11 11:00:00,388
1096,43,M,2023-01-11 12:00:00,68
1072,43,F,2023-01-11 13:00:00,430
1058,37,M,2023-01-11 14:00:00,133
1069,51,F,2023-01-11 15:00:00,79
1079,50,M,2023-01-11 16:00:00,341
1092,36,M,2023-01-11 17:00:00,924
1002,34,F,2023-01-11 18:00:00,497
1019,60,M,2023-01-11 19:00:00,120
1058,54,M,2023-01-11 20:00:00,288
1035,23,M,2023-01-11 21:00:00,709
1018,39,M,2023-01-11 22:00:00,101
1089,55,F,2023-01-11 23:00:00,797
1066,34,F,2023-01-12 00:00:00,330
1018,37,M,2023-01-12 01:00:00,755
1019,59,F,2023-01-12 02:00:00,354
1095,59,M,2023-01-12 03:00:00,187
1070,58,M,2023-01-12 04:00:00,198
1051,43,F,2023-01-12 05:00:00,76
1032,45,M,2023-01-12 06:00:00,777
1039,67,F,2023-01-12 07:00:00,707
1038,62,M,2023-01-12 08:00:00,287
1081,25,F,2023-01-12 09:00:00,876
1000,60,M,2023-01-12 10:00:00,446
1010,24,F,2023-01-12 11:00:00,497
1091,24,F,2023-01-12 12:00:00,914
1056,46,F,2023-01-12 13:00:00,174
1088,20,F,2023-01-12 14:00:00,393
1049,33,M,2023-01-12 15:00:00,870
1022,30,M,2023-01-12 16:00:00,87
1030,67,F,2023-01-12 17:00:00,483
1093,35,M,2023-01-12 18:00:00,678
1041,61,M,2023-01-12 19:00:00,744
1098,30,M,2023-01-12 20:00:00,923
1006,48,M,2023-01-12 21:00:00,569
1015,20,M,2023-01-12 22:00:00,603
1089,47,M,2023-01-12 23:00:00,996
1059,20,F,2023-01-13 00:00:00,187
1001,43,F,2023-01-13 01:00:00,244
1000,19,M,2023-01-13 02:00:00,653
1047,56,F,2023-01-13 03:00:00,711
1011,51,M,2023-01-13 04:00:00,338
1068,55,F,2023-01-13 05:00:00,243
1036,30,F,2023-01-13 06:00:00,691
1031,28,M,2023-01-13 07:00:00,311
1008,54,F,2023-01-13 08:00:00,550
1098,24,F,2023-01-13 09:00:00,843
1018,60,M,2023-01-13 10:00:00,733
1047,44,F,2023-01-13 11:00:00,132
1079,24,M,2023-01-13 12:00:00,215
1002,25,F,2023-01-13 13:00:00,703
1019,53,F,2023-01-13 14:00:00,64
1023,59,M,2023-01-13 15:00:00,589
1053,46,F,2023-01-13 16:00:00,663
1032,38,F,2023-01-13 17:00:00,750
1023,43,M,2023-01-13 18:00:00,751
1074,37,F,2023-01-13 19:00:00,139
1071,46,M,2023-01-13 20:00:00,942
1035,32,F,2023-01-13 21:00:00,792
1037,40,M,2023-01-13 22:00:00,49
1083,32,M,2023-01-13 23:00:00,719
1098,68,M,2023-01-14 00:00:00,931
1088,27,F,2023-01-14 01:00:00,389
1098,19,M,2023-01-14 02:00:00,579
1024,65,F,2023-01-14 03:00:00,442
1092,69,M,2023-01-14 04:00:00,592
1017,47,F,2023-01-14 05:00:00,802
1081,54,F,2023-01-14 06:00:00,14
1065,44,M,2023-01-14 07:00:00,538
1053,34,M,2023-01-14 08:00:00,947
1034,20,F,2023-01-14 09:00:00,570
1079,25,F,2023-01-14 10:00:00,193
1060,60,F,2023-01-14 11:00:00,335
1040,54,F,2023-01-14 12:00:00,160
1099,66,M,2023-01-14 13:00:00,661
1032,21,M,2023-01-14 14:00:00,157
1067,41,M,2023-01-14 15:00:00,821
1032,46,F,2023-01-14 16:00:00,173
1013,25,M,2023-01-14 17:00:00,238
1020,51,F,2023-01-14 18:00:00,176
1047,65,M,2023-01-14 19:00:00,218
1019,26,F,2023-01-14 20:00:00,628
1007,34,M,2023-01-14 21:00:00,414
1006,27,M,2023-01-14 22:00:00,480
1066,41,M,2023-01-14 23:00:00,761
1016,62,M,2023-01-15 00:00:00,124
1032,39,M,2023-01-15 01:00:00,902
1047,34,F,2023-01-15 02:00:00,120
1075,48,F,2023-01-15 03:00:00,300
1058,61,M,2023-01-15 04:00:00,797
1085,26,M,2023-01-15 05:00:00,713
1021,32,M,2023-01-15 06:00:00,226
1029,59,M,2023-01-15 07:00:00,481
1037,68,M,2023-01-15 08:00:00,547
1050,47,F,2023-01-15 09:00:00,784
1053,34,M,2023-01-15 10:00:00,355
1007,24,M,2023-01-15 11:00:00,438
1026,63,F,2023-01-15 12:00:00,324
1026,62,M,2023-01-15 13:00:00,938
1097,43,F,2023-01-15 14:00:00,587
1020,19,M,2023-01-15 15:00:00,378
1029,65,F,2023-01-15 16:00:00,911
1096,46,M,2023-01-15 17:00:00,75
1027,66,M,2023-01-15 18:00:00,954
1063,23,M,2023-01-15 19:00:00,532
1096,50,M,2023-01-15 20:00:00,859
1068,55,M,2023-01-15 21:00:00,57
1060,18,F,2023-01-15 22:00:00,773
1047,27,F,2023-01-15 23:00:00,995
1018,69,F,2023-01-16 00:00:00,639
1003,48,F,2023-01-16 01:00:00,61
1034,41,F,2023-01-16 02:00:00,444
1063,25,M,2023-01-16 03:00:00,14
1048,45,F,2023-01-16 04:00:00,616
1016,45,F,2023-01-16 05:00:00,134
1043,65,F,2023-01-16 06:00:00,120
1091,61,M,2023-01-16 07:00:00,506
1029,68,F,2023-01-16 08:00:00,955
1092,63,F,2023-01-16 09:00:00,847
1045,25,M,2023-01-16 10:00:00,851
1005,46,M,2023-01-16 11:00:00,21
1098,36,F,2023-01-16 12:00:00,655
1036,46,F,2023-01-16 13:00:00,925
1023,32,M,2023-01-16 14:00:00,10
1092,48,F,2023-01-16 15:00:00,732
1045,22,F,2023-01-16 16:00:00,543
1052,66,M,2023-01-16 17:00:00,46
1094,45,F,2023-01-16 18:00:00,61
1098,63,F,2023-01-16 19:00:00,836
1059,32,F,2023-01-16 20:00:00,310
1096,25,F,2023-01-16 21:00:00,808
1062,53,M,2023-01-16 22:00:00,894
1084,49,M,2023-01-16 23:00:00,379
1031,56,M,2023-01-17 00:00:00,974
1086,56,F,2023-01-17 01:00:00,439
1032,39,M,2023-01-17 02:00:00,332
1066,22,F,2023-01-17 03:00:00,177
1017,27,F,2023-01-17 04:00:00,680
1024,69,M,2023-01-17 05:00:00,966
1094,48,M,2023-01-17 06:00:00,925
1053,54,M,2023-01-17 07:00:00,748
1057,40,M,2023-01-17 08:00:00,382
1066,49,F,2023-01-17 09:00:00,561
1045,41,F,2023-01-17 10:00:00,602
1023,21,M,2023-01-17 11:00:00,346
1031,60,F,2023-01-17 12:00:00,52
1046,55,F,2023-01-17 13:00:00,77
1085,32,M,2023-01-17 14:00:00,943
1022,28,M,2023-01-17 15:00:00,510
1065,42,M,2023-01-17 16:00:00,701
1026,43,M,2023-01-17 17:00:00,208
1001,56,M,2023-01-17 18:00:00,587
1089,68,F,2023-01-17 19:00:00,728
1016,54,F,2023-01-17 20:00:00,764
1032,53,F,2023-01-17 21:00:00,267
1008,50,F,2023-01-17 22:00:00,548
1042,65,M,2023-01-17 23:00:00,108
1047,61,F,2023-01-18 00:00:00,864
1038,37,M,2023-01-18 01:00:00,657
1092,67,F,2023-01-18 02:00:00,398
1041,69,F,2023-01-18 03:00:00,885
1025,51,M,2023-01-18 04:00:00,549
1098,62,M,2023-01-18 05:00:00,933
1049,29,M,2023-01-18 06:00:00,200
1024,53,M,2023-01-18 07:00:00,707
1023,21,F,2023-01-18 08:00:00,642
1012,30,F,2023-01-18 09:00:00,21
1059,20,M,2023-01-18 10:00:00,935
1006,34,F,2023-01-18 11:00:00,774
1056,24,F,2023-01-18 12:00:00,628
1035,62,F,2023-01-18 13:00:00,31
1044,64,M,2023-01-18 14:00:00,322
1019,31,M,2023-01-18 15:00:00,69
1064,49,F,2023-01-18 16:00:00,720
1007,65,F,2023-01-18 17:00:00,730
1015,66,M,2023-01-18 18:00:00,402
1013,43,F,2023-01-18 19:00:00,424
1075,48,F,2023-01-18 20:00:00,126
1086,65,M,2023-01-18 21:00:00,204
1014,48,F,2023-01-18 22:00:00,720
1091,33,M,2023-01-18 23:00:00,186
1097,18,M,2023-01-19 00:00:00,491
1065,63,F,2023-01-19 01:00:00,181
1031,51,F,2023-01-19 02:00:00,340
1086,43,F,2023-01-19 03:00:00,366
1062,47,M,2023-01-19 04:00:00,450
1085,58,F,2023-01-19 05:00:00,367
1050,68,M,2023-01-19 06:00:00,520
1024,22,M,2023-01-19 07:00:00,468
1057,41,F,2023-01-19 08:00:00,802
1062,27,F,2023-01-19 09:00:00,486
1061,55,M,2023-01-19 10:00:00,297
1021,52,M,2023-01-19 11:00:00,883
1057,19,F,2023-01-19 12:00:00,702
1057,46,F,2023-01-19 13:00:00,639
1085,36,M,2023-01-19 14:00:00,43
1048,55,F,2023-01-19 15:00:00,479
1051,59,M,2023-01-19 16:00:00,476
1041,67,F,2023-01-19 17:00:00,827
1069,31,M,2023-01-19 18:00:00,832
1014,45,F,2023-01-19 19:00:00,408
1053,51,F,2023-01-19 20:00:00,970
1059,21,F,2023-01-19 21:00:00,807
1096,64,F,2023-01-19 22:00:00,887
1007,42,F,2023-01-19 23:00:00,463
1052,23,M,2023-01-20 00:00:00,599
1059,45,M,2023-01-20 01:00:00,247
1004,55,F,2023-01-20 02:00:00,980
1067,26,F,2023-01-20 03:00:00,115
1005,69,M,2023-01-20 04:00:00,345
1095,35,M,2023-01-20 05:00:00,199
1093,48,F,2023-01-20 06:00:00,752
1046,39,F,2023-01-20 07:00:00,790
1098,21,F,2023-01-20 08:00:00,112
1054,50,M,2023-01-20 09:00:00,62
1039,53,M,2023-01-20 10:00:00,98
1051,52,M,2023-01-20 11:00:00,829
1015,30,F,2023-01-20 12:00:00,940
1012,32,M,2023-01-20 13:00:00,486
1029,50,M,2023-01-20 14:00:00,221
1018,45,F,2023-01-20 15:00:00,775
1016,65,F,2023-01-20 16:00:00,19
1062,51,F,2023-01-20 17:00:00,761
1018,55,M,2023-01-20 18:00:00,720
1091,18,F,2023-01-20 19:00:00,750
1057,48,F,2023-01-20 20:00:00,274
1054,66,F,2023-01-20 21:00:00,769
1089,34,M,2023-01-20 22:00:00,754
1089,39,F,2023-01-20 23:00:00,916
1061,49,M,2023-01-21 00:00:00,422
1022,46,F,2023-01-21 01:00:00,384
1008,18,M,2023-01-21 02:00:00,356
1011,65,F,2023-01-21 03:00:00,663
1000,45,M,2023-01-21 04:00:00,77
1057,58,M,2023-01-21 05:00:00,784
1000,19,F,2023-01-21 06:00:00,860
1033,42,F,2023-01-21 07:00:00,395
1095,38,M,2023-01-21 08:00:00,274
1047,54,F,2023-01-21 09:00:00,822
1088,43,M,2023-01-21 10:00:00,989
1000,57,F,2023-01-21 11:00:00,195
1015,18,F,2023-01-21 12:00:00,961
1060,49,F,2023-01-21 13:00:00,685
1063,26,F,2023-01-21 14:00:00,838
1062,63,F,2023-01-21 15:00:00,10
1068,66,F,2023-01-21 16:00:00,424
1021,22,F,2023-01-21 17:00:00,982
1092,57,F,2023-01-21 18:00:00,885
1066,34,M,2023-01-21 19:00:00,120
1075,46,M,2023-01-21 20:00:00,375
1025,61,M,2023-01-21 21:00:00,955
1015,36,M,2023-01-21 22:00:00,857
1050,57,F,2023-01-21 23:00:00,101
1085,46,F,2023-01-22 00:00:00,949
1056,68,F,2023-01-22 01:00:00,695
1028,29,F,2023-01-22 02:00:00,544
1077,25,F,2023-01-22 03:00:00,674
1091,60,F,2023-01-22 04:00:00,22
1068,60,M,2023-01-22 05:00:00,163
1046,48,M,2023-01-22 06:00:00,942
1093,32,F,2023-01-22 07:00:00,805
1061,51,M,2023-01-22 08:00:00,43
1068,43,M,2023-01-22 09:00:00,341
1075,52,M,2023-01-22 10:00:00,913
1015,46,M,2023-01-22 11:00:00,399
1089,50,M,2023-01-22 12:00:00,883
1089,50,F,2023-01-22 13:00:00,851
1047,53,F,2023-01-22 14:00:00,12
1084,38,F,2023-01-22 15:00:00,842
1038,47,F,2023-01-22 16:00:00,382
1099,36,F,2023-01-22 17:00:00,962
1032,49,M,2023-01-22 18:00:00,53
1093,67,F,2023-01-22 19:00:00,944
1022,18,M,2023-01-22 20:00:00,543
1009,68,F,2023-01-22 21:00:00,632
1068,50,F,2023-01-22 22:00:00,615
1099,43,F,2023-01-22 23:00:00,71
1033,59,M,2023-01-23 00:00:00,151
1051,62,M,2023-01-23 01:00:00,459
1094,44,F,2023-01-23 02:00:00,683
1009,68,M,2023-01-23 03:00:00,747
1018,45,M,2023-01-23 04:00:00,70
1057,37,F,2023-01-23 05:00:00,160
1095,25,F,2023-01-23 06:00:00,29
1000,43,F,2023-01-23 07:00:00,52
1068,48,F,2023-01-23 08:00:00,158
1003,22,F,2023-01-23 09:00:00,416
1015,28,F,2023-01-23 10:00:00,947
1023,38,M,2023-01-23 11:00:00,332
1079,25,M,2023-01-23 12:00:00,898
1001,43,F,2023-01-23 13:00:00,391
1091,63,F,2023-01-23 14:00:00,485
1031,29,F,2023-01-23 15:00:00,787
1090,60,F,2023-01-23 16:00:00,682
1083,30,F,2023-01-23 17:00:00,129
1023,27,F,2023-01-23 18:00:00,440
1011,69,M,2023-01-23 19:00:00,345
1049,46,F,2023-01-23 20:00:00,155
1034,25,M,2023-01-23 21:00:00,751
1032,59,M,2023-01-23 22:00:00,222
1032,55,F,2023-01-23 23:00:00,902
1060,18,F,2023-01-24 00:00:00,230
1050,26,M,2023-01-24 01:00:00,453
1042,21,M,2023-01-24 02:00:00,124
1011,50,F,2023-01-24 03:00:00,176
1066,59,M,2023-01-24 04:00:00,769
1064,69,M,2023-01-24 05:00:00,174
1032,38,M,2023-01-24 06:00:00,408
1039,24,M,2023-01-24 07:00:00,96
1073,49,M,2023-01-24 08:00:00,388
1042,56,F,2023-01-24 09:00:00,699
1043,45,F,2023-01-24 10:00:00,767
1028,43,M,2023-01-24 11:00:00,919
1012,54,F,2023-01-24 12:00:00,884
1011,51,M,2023-01-24 13:00:00,688
1094,26,M,2023-01-24 14:00:00,863
1045,23,M,2023-01-24 15:00:00,486
1001,39,M,2023-01-24 16:00:00,352
1034,26,M,2023-01-24 17:00:00,773
1086,64,M,2023-01-24 18:00:00,947
1080,62,M,2023-01-24 19:00:00,487
1089,32,F,2023-01-24 20:00:00,384
1007,18,M,2023-01-24 21:00:00,208
1092,49,F,2023-01-24 22:00:00,268
1025,64,M,2023-01-24 23:00:00,205
1073,35,F,2023-01-25 00:00:00,237
1089,28,F,2023-01-25 01:00:00,167
1033,52,F,2023-01-25 02:00:00,560
1006,50,M,2023-01-25 03:00:00,693
1067,21,M,2023-01-25 04:00:00,61
1057,51,F,2023-01-25 05:00:00,981
1074,65,M,2023-01-25 06:00:00,496
1028,36,M,2023-01-25 07:00:00,594
1035,65,M,2023-01-25 08:00:00,362
1088,29,M,2023-01-25 09:00:00,517
1020,57,F,2023-01-25 10:00:00,182
1035,53,M,2023-01-25 11:00:00,876
1009,65,M,2023-01-25 12:00:00,386
1072,58,F,2023-01-25 13:00:00,90
1023,39,F,2023-01-25 14:00:00,907
1063,64,M,2023-01-25 15:00:00,64
1098,29,M,2023-01-25 16:00:00,354
1048,66,F,2023-01-25 17:00:00,44
1098,45,F,2023-01-25 18:00:00,637
1035,32,F,2023-01-25 19:00:00,99
1081,21,F,2023-01-25 20:00:00,840
1095,25,M,2023-01-25 21:00:00,398
1023,48,M,2023-01-25 22:00:00,77
1022,43,M,2023-01-25 23:00:00,411
1061,20,F,2023-01-26 00:00:00,906
1095,56,M,2023-01-26 01:00:00,422
1036,24,M,2023-01-26 02:00:00,902
1011,32,M,2023-01-26 03:00:00,39
1054,37,F,2023-01-26 04:00:00,563
1012,34,F,2023-01-26 05:00:00,606
1022,49,F,2023-01-26 06:00:00,492
1088,27,F,2023-01-26 07:00:00,713
1098,33,M,2023-01-26 08:00:00,244
1029,65,M,2023-01-26 09:00:00,480
1016,43,M,2023-01-26 10:00:00,492
1061,39,F,2023-01-26 11:00:00,641
1083,32,F,2023-01-26 12:00:00,611
1088,29,F,2023-01-26 13:00:00,417
1085,56,F,2023-01-26 14:00:00,202
1012,20,M,2023-01-26 15:00:00,662
1058,41,F,2023-01-26 16:00:00,25
1018,19,M,2023-01-26 17:00:00,93
1048,21,F,2023-01-26 18:00:00,742
1099,40,M,2023-01-26 19:00:00,881
1011,40,M,2023-01-26 20:00:00,359
1060,25,M,2023-01-26 21:00:00,158
1018,59,F,2023-01-26 22:00:00,629
1075,61,F,2023-01-26 23:00:00,278
1008,29,F,2023-01-27 00:00:00,979
1070,26,M,2023-01-27 01:00:00,787
1027,28,M,2023-01-27 02:00:00,654
1077,62,M,2023-01-27 03:00:00,734
1094,48,M,2023-01-27 04:00:00,36
1051,18,M,2023-01-27 05:00:00,583
1082,52,F,2023-01-27 06:00:00,153
1015,60,F,2023-01-27 07:00:00,791
1068,32,M,2023-01-27 08:00:00,366
1098,24,F,2023-01-27 09:00:00,694
