transaction_id,product_id,quantity,transaction_date,customer_id,total_amount
72,103,2,2023-01-01 01:11:00,1066,82
73,101,4,2023-01-01 01:12:00,1058,360
74,105,5,2023-01-01 01:13:00,1065,250
75,153,17,2023-01-01 01:14:00,1002,918
76,103,8,2023-01-01 01:15:00,1055,696
77,153,8,2023-01-01 01:16:00,1078,144
78,192,12,2023-01-01 01:17:00,1016,1188
79,162,8,2023-01-01 01:18:00,1051,456
80,117,19,2023-01-01 01:19:00,1006,627
81,189,3,2023-01-01 01:20:00,1004,288
82,143,18,2023-01-01 01:21:00,1097,954
83,133,19,2023-01-01 01:22:00,1096,1273
84,173,19,2023-01-01 01:23:00,1053,1425
85,161,15,2023-01-01 01:24:00,1060,405
86,199,6,2023-01-01 01:25:00,1015,534
87,113,16,2023-01-01 01:26:00,1066,608
88,194,8,2023-01-01 01:27:00,1058,672
89,147,16,2023-01-01 01:28:00,1046,176
90,114,18,2023-01-01 01:29:00,1047,1566
91,171,16,2023-01-01 01:30:00,1063,1232
92,177,11,2023-01-01 01:31:00,1049,528
93,186,7,2023-01-01 01:32:00,1084,574
94,161,17,2023-01-01 01:33:00,1040,850
95,139,17,2023-01-01 01:34:00,1071,1360
96,184,12,2023-01-01 01:35:00,1021,1080
97,179,13,2023-01-01 01:36:00,1053,1248
98,181,10,2023-01-01 01:37:00,1004,840
99,152,7,2023-01-01 01:38:00,1016,217
100,123,14,2023-01-01 01:39:00,1077,1274
101,125,1,2023-01-01 01:40:00,1040,58
102,188,17,2023-01-01 01:41:00,1091,629
103,159,4,2023-01-01 01:42:00,1094,100
104,140,5,2023-01-01 01:43:00,1080,385
105,128,7,2023-01-01 01:44:00,1034,497
106,114,10,2023-01-01 01:45:00,1039,450
107,144,17,2023-01-01 01:46:00,1021,527
108,164,7,2023-01-01 01:47:00,1047,140
109,188,1,2023-01-01 01:48:00,1052,94
110,170,7,2023-01-01 01:49:00,1092,623
111,108,11,2023-01-01 01:50:00,1009,561
112,187,9,2023-01-01 01:51:00,1017,576
113,100,12,2023-01-01 01:52:00,1098,984
114,107,3,2023-01-01 01:53:00,1079,132
115,187,4,2023-01-01 01:54:00,1048,264
116,162,4,2023-01-01 01:55:00,1070,172
117,110,13,2023-01-01 01:56:00,1029,1066
118,180,19,2023-01-01 01:57:00,1018,1634
119,107,10,2023-01-01 01:58:00,1054,790
120,134,5,2023-01-01 01:59:00,1059,65
121,134,7,2023-01-01 02:00:00,1086,385
122,132,16,2023-01-01 02:01:00,1071,320
123,104,1,2023-01-01 02:02:00,1080,70
124,140,12,2023-01-01 02:03:00,1020,528
125,127,2,2023-01-01 02:04:00,1025,156
126,106,7,2023-01-01 02:05:00,1027,462
127,172,11,2023-01-01 02:06:00,1038,220
128,171,13,2023-01-01 02:07:00,1032,273
129,111,2,2023-01-01 02:08:00,1039,104
130,133,7,2023-01-01 02:09:00,1082,196
131,132,15,2023-01-01 02:10:00,1028,1290
132,147,11,2023-01-01 02:11:00,1019,847
133,122,2,2023-01-01 02:12:00,1019,174
134,161,7,2023-01-01 02:13:00,1073,476
135,187,4,2023-01-01 02:14:00,1011,44
136,136,11,2023-01-01 02:15:00,1096,187
137,198,2,2023-01-01 02:16:00,1024,62
138,143,16,2023-01-01 02:17:00,1024,1376
139,185,7,2023-01-01 02:18:00,1003,210
140,190,13,2023-01-01 02:19:00,1003,1222
141,134,5,2023-01-01 02:20:00,1008,190
142,164,17,2023-01-01 02:21:00,1014,1615
143,198,12,2023-01-01 02:22:00,1025,1188
144,146,19,2023-01-01 02:23:00,1078,1596
145,177,7,2023-01-01 02:24:00,1089,588
146,102,6,2023-01-01 02:25:00,1091,552
147,100,8,2023-01-01 02:26:00,1070,368
148,104,13,2023-01-01 02:27:00,1031,1131
149,189,5,2023-01-01 02:28:00,1075,190
150,113,2,2023-01-01 02:29:00,1098,184
151,126,9,2023-01-01 02:30:00,1051,414
152,108,11,2023-01-01 02:31:00,1031,330
153,178,6,2023-01-01 02:32:00,1008,582
154,114,7,2023-01-01 02:33:00,1077,693
155,189,7,2023-01-01 02:34:00,1012,147
156,141,19,2023-01-01 02:35:00,1055,1083
157,176,6,2023-01-01 02:36:00,1043,552
158,150,11,2023-01-01 02:37:00,1096,616
159,162,11,2023-01-01 02:38:00,1095,264
160,195,7,2023-01-01 02:39:00,1082,532
161,151,2,2023-01-01 02:40:00,1029,44
162,195,19,2023-01-01 02:41:00,1015,1292
163,103,4,2023-01-01 02:42:00,1011,328
164,193,6,2023-01-01 02:43:00,1073,132
165,122,17,2023-01-01 02:44:00,1065,1513
166,114,5,2023-01-01 02:45:00,1017,435
167,142,7,2023-01-01 02:46:00,1012,567
168,128,9,2023-01-01 02:47:00,1092,252
169,135,1,2023-01-01 02:48:00,1023,66
170,112,1,2023-01-01 02:49:00,1011,41
171,131,19,2023-01-01 02:50:00,1059,1824
172,170,6,2023-01-01 02:51:00,1059,180
173,158,18,2023-01-01 02:52:00,1092,1638
174,185,10,2023-01-01 02:53:00,1085,230
175,127,11,2023-01-01 02:54:00,1099,979
176,165,1,2023-01-01 02:55:00,1000,33
177,141,1,2023-01-01 02:56:00,1042,58
178,144,13,2023-01-01 02:57:00,1054,533
179,161,5,2023-01-01 02:58:00,1039,420
180,156,1,2023-01-01 02:59:00,1063,20
181,105,3,2023-01-01 03:00:00,1033,207
182,127,18,2023-01-01 03:01:00,1033,1386
183,127,9,2023-01-01 03:02:00,1047,630
184,143,14,2023-01-01 03:03:00,1032,1386
185,183,17,2023-01-01 03:04:00,1067,238
186,129,14,2023-01-01 03:05:00,1029,630
187,161,4,2023-01-01 03:06:00,1083,292
188,174,5,2023-01-01 03:07:00,1089,435
189,191,17,2023-01-01 03:08:00,1078,697
190,188,2,2023-01-01 03:09:00,1070,160
191,161,5,2023-01-01 03:10:00,1070,415
192,196,4,2023-01-01 03:11:00,1028,300
193,100,4,2023-01-01 03:12:00,1022,76
194,126,6,2023-01-01 03:13:00,1033,180
195,161,13,2023-01-01 03:14:00,1083,637
196,176,5,2023-01-01 03:15:00,1014,255
197,102,7,2023-01-01 03:16:00,1096,567
198,169,1,2023-01-01 03:17:00,1052,55
199,171,14,2023-01-01 03:18:00,1016,1274
200,126,4,2023-01-01 03:19:00,1063,328
201,108,17,2023-01-01 03:20:00,1083,850
202,161,14,2023-01-01 03:21:00,1060,182
203,136,16,2023-01-01 03:22:00,1056,368
204,196,14,2023-01-01 03:23:00,1076,322
205,150,16,2023-01-01 03:24:00,1087,992
206,143,8,2023-01-01 03:25:00,1036,744
207,123,3,2023-01-01 03:26:00,1006,114
208,178,19,2023-01-01 03:27:00,1007,608
209,158,1,2023-01-01 03:28:00,1086,94
210,131,2,2023-01-01 03:29:00,1077,80
211,195,15,2023-01-01 03:30:00,1067,1200
212,187,10,2023-01-01 03:31:00,1020,860
213,151,18,2023-01-01 03:32:00,1060,1260
214,161,14,2023-01-01 03:33:00,1073,448
215,157,17,2023-01-01 03:34:00,1085,289
216,151,13,2023-01-01 03:35:00,1093,1105
217,111,1,2023-01-01 03:36:00,1093,25
218,138,5,2023-01-01 03:37:00,1079,175
219,101,13,2023-01-01 03:38:00,1074,494
220,102,14,2023-01-01 03:39:00,1085,210
221,155,3,2023-01-01 03:40:00,1028,138
222,180,15,2023-01-01 03:41:00,1024,630
223,158,19,2023-01-01 03:42:00,1057,1045
224,101,17,2023-01-01 03:43:00,1013,1190
225,101,3,2023-01-01 03:44:00,1077,150
226,191,16,2023-01-01 03:45:00,1065,432
227,153,14,2023-01-01 03:46:00,1053,350
228,186,12,2023-01-01 03:47:00,1076,720
229,195,12,2023-01-01 03:48:00,1066,552
230,196,11,2023-01-01 03:49:00,1029,253
231,100,17,2023-01-01 03:50:00,1017,1309
232,118,8,2023-01-01 03:51:00,1053,312
233,101,17,2023-01-01 03:52:00,1099,1173
234,152,11,2023-01-01 03:53:00,1020,682
235,143,2,2023-01-01 03:54:00,1052,90
236,189,10,2023-01-01 03:55:00,1082,390
237,131,10,2023-01-01 03:56:00,1015,730
238,169,11,2023-01-01 03:57:00,1027,253
239,131,6,2023-01-01 03:58:00,1003,192
240,167,4,2023-01-01 03:59:00,1054,228
241,154,12,2023-01-01 04:00:00,1014,444
242,174,11,2023-01-01 04:01:00,1063,176
243,155,13,2023-01-01 04:02:00,1064,663
244,116,5,2023-01-01 04:03:00,1015,95
245,137,6,2023-01-01 04:04:00,1019,462
246,123,1,2023-01-01 04:05:00,1063,53
247,168,6,2023-01-01 04:06:00,1032,132
248,197,18,2023-01-01 04:07:00,1080,1692
249,169,9,2023-01-01 04:08:00,1068,378
250,185,15,2023-01-01 04:09:00,1068,1440
251,110,8,2023-01-01 04:10:00,1057,328
252,115,19,2023-01-01 04:11:00,1038,1083
253,196,16,2023-01-01 04:12:00,1076,224
254,172,6,2023-01-01 04:13:00,1035,420
255,158,6,2023-01-01 04:14:00,1093,594
256,169,3,2023-01-01 04:15:00,1067,297
257,179,10,2023-01-01 04:16:00,1086,120
258,192,1,2023-01-01 04:17:00,1020,33
259,102,14,2023-01-01 04:18:00,1062,602
260,119,4,2023-01-01 04:19:00,1084,372
261,158,12,2023-01-01 04:20:00,1005,612
262,135,6,2023-01-01 04:21:00,1023,174
263,118,11,2023-01-01 04:22:00,1052,550
264,189,12,2023-01-01 04:23:00,1094,1092
265,166,10,2023-01-01 04:24:00,1082,290
266,118,18,2023-01-01 04:25:00,1075,270
267,119,7,2023-01-01 04:26:00,1077,462
268,195,7,2023-01-01 04:27:00,1049,357
269,170,11,2023-01-01 04:28:00,1011,374
270,151,4,2023-01-01 04:29:00,1055,200
271,132,1,2023-01-01 04:30:00,1014,50
272,139,13,2023-01-01 04:31:00,1082,156
273,138,18,2023-01-01 04:32:00,1091,936
274,181,9,2023-01-01 04:33:00,1039,495
275,100,9,2023-01-01 04:34:00,1040,594
276,110,9,2023-01-01 04:35:00,1068,828
277,191,10,2023-01-01 04:36:00,1068,830
278,156,2,2023-01-01 04:37:00,1005,120
279,188,6,2023-01-01 04:38:00,1086,84
280,149,15,2023-01-01 04:39:00,1066,1425
281,122,3,2023-01-01 04:40:00,1032,246
282,130,11,2023-01-01 04:41:00,1042,264
283,193,6,2023-01-01 04:42:00,1020,582
284,141,3,2023-01-01 04:43:00,1083,144
285,198,11,2023-01-01 04:44:00,1064,869
286,106,15,2023-01-01 04:45:00,1016,1320
287,115,13,2023-01-01 04:46:00,1092,611
288,189,10,2023-01-01 04:47:00,1007,480
289,159,6,2023-01-01 04:48:00,1063,366
290,101,15,2023-01-01 04:49:00,1089,1425
291,100,18,2023-01-01 04:50:00,1027,216
292,147,18,2023-01-01 04:51:00,1097,684
293,111,7,2023-01-01 04:52:00,1089,280
294,168,15,2023-01-01 04:53:00,1012,1125
295,136,18,2023-01-01 04:54:00,1012,972
296,131,18,2023-01-01 04:55:00,1037,1476
297,108,9,2023-01-01 04:56:00,1024,279
298,198,2,2023-01-01 04:57:00,1061,184
299,118,8,2023-01-01 04:58:00,1022,152
300,147,2,2023-01-01 04:59:00,1085,60
301,179,11,2023-01-01 05:00:00,1020,286
302,102,7,2023-01-01 05:01:00,1053,532
303,119,6,2023-01-01 05:02:00,1062,96
304,123,10,2023-01-01 05:03:00,1029,450
305,153,5,2023-01-01 05:04:00,1074,380
306,132,11,2023-01-01 05:05:00,1067,946
307,123,1,2023-01-01 05:06:00,1096,39
308,174,2,2023-01-01 05:07:00,1075,192
309,171,1,2023-01-01 05:08:00,1072,80
310,135,19,2023-01-01 05:09:00,1031,722
311,137,2,2023-01-01 05:10:00,1074,162
312,183,4,2023-01-01 05:11:00,1023,332
313,198,12,2023-01-01 05:12:00,1006,504
314,188,18,2023-01-01 05:13:00,1071,1224
315,198,1,2023-01-01 05:14:00,1096,29
316,124,1,2023-01-01 05:15:00,1088,38
317,192,14,2023-01-01 05:16:00,1000,868
318,117,4,2023-01-01 05:17:00,1002,376
319,181,5,2023-01-01 05:18:00,1027,50
320,165,11,2023-01-01 05:19:00,1042,473
321,153,13,2023-01-01 05:20:00,1096,689
322,134,16,2023-01-01 05:21:00,1045,368
323,179,13,2023-01-01 05:22:00,1000,598
324,160,2,2023-01-01 05:23:00,1037,88
325,140,16,2023-01-01 05:24:00,1090,1088
326,199,6,2023-01-01 05:25:00,1034,198
327,132,14,2023-01-01 05:26:00,1073,1036
328,167,1,2023-01-01 05:27:00,1075,15
329,132,17,2023-01-01 05:28:00,1073,1309
330,113,11,2023-01-01 05:29:00,1053,517
331,120,19,2023-01-01 05:30:00,1097,190
332,147,3,2023-01-01 05:31:00,1023,150
333,119,11,2023-01-01 05:32:00,1027,440
334,107,5,2023-01-01 05:33:00,1021,225
335,106,17,2023-01-01 05:34:00,1015,1394
336,166,7,2023-01-01 05:35:00,1012,441
337,116,10,2023-01-01 05:36:00,1099,960
338,132,11,2023-01-01 05:37:00,1099,440
339,147,3,2023-01-01 05:38:00,1061,114
340,175,10,2023-01-01 05:39:00,1042,940
341,158,10,2023-01-01 05:40:00,1086,120
342,185,14,2023-01-01 05:41:00,1077,938
343,121,12,2023-01-01 05:42:00,1031,1188
344,129,15,2023-01-01 05:43:00,1066,1050
345,137,10,2023-01-01 05:44:00,1090,150
346,150,10,2023-01-01 05:45:00,1082,290
347,153,19,2023-01-01 05:46:00,1085,1330
348,107,1,2023-01-01 05:47:00,1056,55
349,126,10,2023-01-01 05:48:00,1064,220
350,126,2,2023-01-01 05:49:00,1068,64
351,197,17,2023-01-01 05:50:00,1048,1496
352,120,7,2023-01-01 05:51:00,1032,280
353,129,7,2023-01-01 05:52:00,1018,91
354,196,9,2023-01-01 05:53:00,1035,756
355,127,2,2023-01-01 05:54:00,1069,150
356,163,14,2023-01-01 05:55:00,1014,350
357,196,17,2023-01-01 05:56:00,1099,680
358,168,1,2023-01-01 05:57:00,1096,57
359,160,9,2023-01-01 05:58:00,1023,468
360,147,19,2023-01-01 05:59:00,1026,247
361,118,4,2023-01-01 06:00:00,1048,284
362,103,8,2023-01-01 06:01:00,1074,456
363,134,13,2023-01-01 06:02:00,1022,481
364,163,4,2023-01-01 06:03:00,1032,100
365,148,9,2023-01-01 06:04:00,1040,882
366,116,9,2023-01-01 06:05:00,1055,774
367,143,18,2023-01-01 06:06:00,1028,1404
368,191,12,2023-01-01 06:07:00,1030,468
369,129,10,2023-01-01 06:08:00,1064,740
370,192,11,2023-01-01 06:09:00,1097,858
371,145,7,2023-01-01 06:10:00,1017,161
372,105,9,2023-01-01 06:11:00,1081,756
373,198,6,2023-01-01 06:12:00,1005,258
374,136,19,2023-01-01 06:13:00,1051,1235
375,123,16,2023-01-01 06:14:00,1039,608
376,192,15,2023-01-01 06:15:00,1064,1365
377,145,7,2023-01-01 06:16:00,1041,616
378,152,16,2023-01-01 06:17:00,1093,544
379,194,5,2023-01-01 06:18:00,1067,375
380,198,16,2023-01-01 06:19:00,1031,784
381,159,1,2023-01-01 06:20:00,1009,24
382,196,19,2023-01-01 06:21:00,1068,779
383,162,5,2023-01-01 06:22:00,1008,145
384,184,7,2023-01-01 06:23:00,1068,434
385,131,19,2023-01-01 06:24:00,1060,1653
386,186,5,2023-01-01 06:25:00,1010,380
387,132,17,2023-01-01 06:26:00,1098,986
388,166,8,2023-01-01 06:27:00,1090,608
389,117,1,2023-01-01 06:28:00,1067,86
390,124,2,2023-01-01 06:29:00,1073,196
391,194,15,2023-01-01 06:30:00,1096,1365
392,153,18,2023-01-01 06:31:00,1007,180
393,157,11,2023-01-01 06:32:00,1048,528
394,166,10,2023-01-01 06:33:00,1023,700
395,145,4,2023-01-01 06:34:00,1032,256
396,123,5,2023-01-01 06:35:00,1018,390
397,131,4,2023-01-01 06:36:00,1001,44
398,146,13,2023-01-01 06:37:00,1054,338
399,185,13,2023-01-01 06:38:00,1010,494
400,122,18,2023-01-01 06:39:00,1098,234
401,165,2,2023-01-01 06:40:00,1016,164
402,126,16,2023-01-01 06:41:00,1041,1168
403,101,1,2023-01-01 06:42:00,1060,94
404,189,19,2023-01-01 06:43:00,1002,988
405,116,9,2023-01-01 06:44:00,1085,765
406,132,3,2023-01-01 06:45:00,1034,63
407,108,7,2023-01-01 06:46:00,1084,413
408,142,10,2023-01-01 06:47:00,1088,770
409,147,1,2023-01-01 06:48:00,1065,70
410,138,10,2023-01-01 06:49:00,1000,820
411,192,9,2023-01-01 06:50:00,1006,540
412,141,15,2023-01-01 06:51:00,1019,1290
413,125,15,2023-01-01 06:52:00,1042,1380
414,198,3,2023-01-01 06:53:00,1005,261
415,149,5,2023-01-01 06:54:00,1054,70
416,124,9,2023-01-01 06:55:00,1099,333
417,123,9,2023-01-01 06:56:00,1020,891
418,112,7,2023-01-01 06:57:00,1050,133
419,159,12,2023-01-01 06:58:00,1045,1164
420,106,9,2023-01-01 06:59:00,1034,810
421,156,6,2023-01-01 07:00:00,1099,366
422,135,2,2023-01-01 07:01:00,1007,178
423,144,9,2023-01-01 07:02:00,1067,234
424,119,17,2023-01-01 07:03:00,1015,1258
425,164,1,2023-01-01 07:04:00,1066,30
426,107,19,2023-01-01 07:05:00,1070,1197
427,115,6,2023-01-01 07:06:00,1063,348
428,113,5,2023-01-01 07:07:00,1001,155
429,175,2,2023-01-01 07:08:00,1000,156
430,186,9,2023-01-01 07:09:00,1057,657
431,114,14,2023-01-01 07:10:00,1000,630
432,191,4,2023-01-01 07:11:00,1006,120
433,197,4,2023-01-01 07:12:00,1087,260
434,165,15,2023-01-01 07:13:00,1068,1230
435,131,8,2023-01-01 07:14:00,1084,456
436,186,4,2023-01-01 07:15:00,1091,340
437,162,16,2023-01-01 07:16:00,1017,432
438,185,4,2023-01-01 07:17:00,1087,96
439,150,16,2023-01-01 07:18:00,1031,848
440,124,12,2023-01-01 07:19:00,1044,648
441,157,16,2023-01-01 07:20:00,1032,720
442,162,19,2023-01-01 07:21:00,1073,931
443,161,8,2023-01-01 07:22:00,1072,480
444,121,6,2023-01-01 07:23:00,1048,234
445,157,10,2023-01-01 07:24:00,1032,350
446,157,5,2023-01-01 07:25:00,1096,470
447,185,18,2023-01-01 07:26:00,1070,720
448,148,10,2023-01-01 07:27:00,1067,650
449,151,10,2023-01-01 07:28:00,1027,700
450,141,7,2023-01-01 07:29:00,1086,182
451,169,18,2023-01-01 07:30:00,1052,1620
452,114,1,2023-01-01 07:31:00,1095,33
453,153,7,2023-01-01 07:32:00,1043,91
454,159,1,2023-01-01 07:33:00,1079,18
455,196,15,2023-01-01 07:34:00,1054,165
456,107,4,2023-01-01 07:35:00,1009,176
457,152,10,2023-01-01 07:36:00,1013,470
458,159,9,2023-01-01 07:37:00,1035,486
459,104,2,2023-01-01 07:38:00,1033,48
460,167,14,2023-01-01 07:39:00,1087,714
461,105,16,2023-01-01 07:40:00,1017,192
462,195,1,2023-01-01 07:41:00,1015,40
463,193,2,2023-01-01 07:42:00,1036,122
464,146,7,2023-01-01 07:43:00,1040,350
465,198,10,2023-01-01 07:44:00,1024,660
466,154,1,2023-01-01 07:45:00,1007,51
467,139,13,2023-01-01 07:46:00,1087,806
468,151,1,2023-01-01 07:47:00,1083,65
469,115,5,2023-01-01 07:48:00,1093,480
470,112,16,2023-01-01 07:49:00,1083,1360
471,129,15,2023-01-01 07:50:00,1017,1215
472,118,17,2023-01-01 07:51:00,1067,1054
473,116,16,2023-01-01 07:52:00,1047,1504
474,162,13,2023-01-01 07:53:00,1099,1222
475,118,11,2023-01-01 07:54:00,1069,451
476,191,17,2023-01-01 07:55:00,1066,1530
477,157,17,2023-01-01 07:56:00,1017,1071
478,154,2,2023-01-01 07:57:00,1017,92
479,189,13,2023-01-01 07:58:00,1055,1261
480,189,14,2023-01-01 07:59:00,1022,238
481,161,11,2023-01-01 08:00:00,1034,1001
482,122,10,2023-01-01 08:01:00,1005,200
483,108,3,2023-01-01 08:02:00,1025,189
484,111,17,2023-01-01 08:03:00,1084,1173
485,100,15,2023-01-01 08:04:00,1060,285
486,157,9,2023-01-01 08:05:00,1087,891
487,100,10,2023-01-01 08:06:00,1014,790
488,133,8,2023-01-01 08:07:00,1090,720
489,195,13,2023-01-01 08:08:00,1031,1248
490,147,18,2023-01-01 08:09:00,1011,918
491,188,5,2023-01-01 08:10:00,1004,230
492,100,6,2023-01-01 08:11:00,1063,534
493,115,17,2023-01-01 08:12:00,1070,1445
494,160,11,2023-01-01 08:13:00,1085,737
495,163,16,2023-01-01 08:14:00,1026,1504
496,162,9,2023-01-01 08:15:00,1078,612
497,168,2,2023-01-01 08:16:00,1044,66
498,121,5,2023-01-01 08:17:00,1034,185
499,192,1,2023-01-01 08:18:00,1025,46
500,166,4,2023-01-01 08:19:00,1022,120
501,175,4,2023-01-01 08:20:00,1012,168
502,125,3,2023-01-01 08:21:00,1089,33
503,115,9,2023-01-01 08:22:00,1002,828
504,150,12,2023-01-01 08:23:00,1028,444
505,185,10,2023-01-01 08:24:00,1065,240
506,156,2,2023-01-01 08:25:00,1063,20
507,128,11,2023-01-01 08:26:00,1027,407
508,177,10,2023-01-01 08:27:00,1086,590
509,191,6,2023-01-01 08:28:00,1035,264
510,168,18,2023-01-01 08:29:00,1005,666
511,146,2,2023-01-01 08:30:00,1010,36
512,193,2,2023-01-01 08:31:00,1037,66
513,161,10,2023-01-01 08:32:00,1033,720
514,168,16,2023-01-01 08:33:00,1080,208
515,175,12,2023-01-01 08:34:00,1066,780
516,115,1,2023-01-01 08:35:00,1045,50
517,189,8,2023-01-01 08:36:00,1097,608
518,189,16,2023-01-01 08:37:00,1085,912
519,147,18,2023-01-01 08:38:00,1028,1710
520,184,13,2023-01-01 08:39:00,1059,871
521,138,15,2023-01-01 08:40:00,1053,720
522,199,12,2023-01-01 08:41:00,1092,408
523,132,8,2023-01-01 08:42:00,1068,552
524,193,10,2023-01-01 08:43:00,1073,950
525,122,14,2023-01-01 08:44:00,1073,784
526,109,5,2023-01-01 08:45:00,1008,350
527,168,18,2023-01-01 08:46:00,1084,1674
528,199,19,2023-01-01 08:47:00,1076,684
529,133,15,2023-01-01 08:48:00,1009,765
530,151,6,2023-01-01 08:49:00,1074,366
531,194,11,2023-01-01 08:50:00,1067,627
532,109,11,2023-01-01 08:51:00,1057,451
533,118,18,2023-01-01 08:52:00,1094,594
534,157,18,2023-01-01 08:53:00,1051,216
535,195,10,2023-01-01 08:54:00,1033,360
536,100,2,2023-01-01 08:55:00,1034,164
537,168,9,2023-01-01 08:56:00,1032,441
538,103,14,2023-01-01 08:57:00,1071,448
539,115,19,2023-01-01 08:58:00,1031,304
540,123,10,2023-01-01 08:59:00,1054,900
541,179,4,2023-01-01 09:00:00,1096,184
542,101,6,2023-01-01 09:01:00,1007,96
543,191,14,2023-01-01 09:02:00,1045,1204
544,131,4,2023-01-01 09:03:00,1013,364
545,190,15,2023-01-01 09:04:00,1097,465
546,183,16,2023-01-01 09:05:00,1007,1392
547,123,7,2023-01-01 09:06:00,1070,637
548,111,17,2023-01-01 09:07:00,1076,442
549,149,19,2023-01-01 09:08:00,1053,532
550,134,19,2023-01-01 09:09:00,1020,912
551,132,17,2023-01-01 09:10:00,1095,765
552,132,6,2023-01-01 09:11:00,1074,144
553,160,11,2023-01-01 09:12:00,1013,792
554,150,16,2023-01-01 09:13:00,1074,608
555,142,8,2023-01-01 09:14:00,1001,552
556,111,11,2023-01-01 09:15:00,1097,715
557,166,7,2023-01-01 09:16:00,1060,343
558,164,19,2023-01-01 09:17:00,1016,475
559,132,10,2023-01-01 09:18:00,1077,420
560,139,9,2023-01-01 09:19:00,1088,882
561,173,4,2023-01-01 09:20:00,1047,100
562,142,15,2023-01-01 09:21:00,1090,585
563,143,13,2023-01-01 09:22:00,1007,975
564,128,2,2023-01-01 09:23:00,1055,106
565,112,2,2023-01-01 09:24:00,1016,94
566,111,16,2023-01-01 09:25:00,1068,960
567,194,9,2023-01-01 09:26:00,1011,621
568,145,13,2023-01-01 09:27:00,1037,351
569,101,3,2023-01-01 09:28:00,1017,42
570,134,9,2023-01-01 09:29:00,1025,441
571,186,13,2023-01-01 09:30:00,1094,195
572,180,2,2023-01-01 09:31:00,1036,170
573,189,8,2023-01-01 09:32:00,1069,168
574,107,9,2023-01-01 09:33:00,1040,189
575,192,16,2023-01-01 09:34:00,1078,1312
576,125,2,2023-01-01 09:35:00,1041,62
577,173,6,2023-01-01 09:36:00,1089,348
